po_date,outlet_state,outlet_city,item_cat_l1,item_cat_l2,item_cat_l3,item_cat_l4,item_cat_l5,su_brand,brand,product_id,product_title,unit,quantity,price_inr,tax_pct,subtotal_amount_inr,tax_amount_inr,total_amount_inr,su_item_short_code,rn
2026-01-08 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,Pulse,Split Black Gram (Urad Dal Chilka),,,Unbranded,unbranded,65c0d0c47e75e86fb44474e8,Chef Coat S36  Black Half Sleeve,piece,4,650,0.05,2600,130,2730,AKTAAAIAAA,1
2026-02-25 00:00:00.000 +0530,West Bengal,Kolkata,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Unbranded,unbranded,64256b23984c5126dfb58c74,Fruit Filling Mango Delta,kg,60,330,0.05,19800,990,20790,CHUAAAIAAA,1
2026-01-31 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,Flour,Wheat Flour,Chakki Atta,,Unbranded,Unbranded,68134c1384d7a1304a00c261,Chocolate Sprinkle,packet,1,255,0.05,255,12.75,267.75,AFCAAAIAAA,1
2026-03-17 00:00:00.000 +0530,Telangana,Hyderabad,Packaging,Container,,,,Unbranded,Unbranded,67dd276279913f9bbd12db1d,250ML Tea Pouch with Box,piece,1000,14.5,0.05,14500,725,15225,ARMAAAIAAA,1
2026-01-28 00:00:00.000 +0530,Telangana,Hyderabad,Packaging,Container,,,,Unbranded,Unbranded,67e67d12da1c805c1836f114,Fresh Cream - 250ml,piece,200,68,0,13600,0,13600,ARMAAAIAAA,1
2026-02-28 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,"Masala, Salt, Sugar & Spices",Seasoning,Garlic Bread Seasoning,,Bru,All Brands,65c1ff101e92ef3ceb94898d,Garlic Bread Seasoning Powder,piece,2,186.3,0.05,372.6,18.63,391.23,AHSAACDAAA,1
2026-03-10 00:00:00.000 +0530,Karnataka,Bengaluru,Housekeeping,Liquid Soap,,,,Unbranded,unbranded,67d27ee319e01b2aa22c2278,Aroma Diffuser Liquid,piece,0,960,0.18,0,0,0,APSAAAIAAA,1
2026-02-01 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Dry Fuits, Nuts & Seeds",Sesame Seeds,,,Unbranded,unbranded,65c1fef81e92ef3ceb93d353,Hot dog 7 inch with seeds,piece,800,10,0,8000,0,8000,AENAAAIAAA,1
2026-01-11 00:00:00.000 +0530,Maharashtra,Mumbai,Other,Corn Flakes,,,,Unbranded,Unbranded,674760d8dde8751d866b58ce,WF - 350 ml Bowl,piece,0,3.5,0,0,0,0,AQEAAAIAAA,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Mumbai,Dairy,Frozen Dessert,Ice Cream,Ice Cream,,Unbranded,Unbranded,67dbed13c1410d893980ab9c,#_# Blueberry Greek Yogurt Minis Guilt Free Ice Cream [09 pieces] - Noto,piece,1,1,0,1,0,1,BFZAAAIAAA,1
2026-04-04 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Non-Alcoholic Beverages,Fruit Juice,,,Unbranded,unbranded,674ff8f022c435a2af2a3f6d,Lychee Juice 1000 Ml,litre,24,86,0.05,2064,103.2,2167.2,AAYAAAIAAA,1
2026-04-25 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Snacks & Confectionery,,,,Unbranded,unbranded,6656fb8658d149005901515c,#_# The Berry Good Bar 72% [Chocolate Bar] - La Folie,piece,6,266.9491526,0,1601.69,0,1601.69,BFZAAAIAAA,1
2026-04-27 00:00:00.000 +0530,Karnataka,Bangalore East,Grocery,"Masala, Salt, Sugar & Spices",Seasoning,Oregano Seasoning,,Unbranded,unbrand,63cfa1d0d8bc5df67386a683,Phool Makana,kg,2,985,0,1970,0,1970,AHYAADRAAA,1
2026-01-11 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Masala, Salt, Sugar & Spices",Masala,Chole Masala,,,OUTLET,658eafb74155c07e2ec5f383,GK-Morde - Hazelnut Chocopaste 1 Kg 140027,kg,4,488,0.05,1952,97.6,2049.6,BKHAAMFAAA,1
2026-03-19 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Sauce, Spread, Dips & Vinegar",Hummus,,,,CFI,65c5d869d5ce6412cddaafcd,Pesto Hummus 95gm,piece,250,29.77,0.18,7442.5,1339.65,8782.15,AWVAAMQAAA,1
2026-03-19 01:30:00.000 +0530,Emirate Of Dubai,Dubai,Grocery,Pulse,Chaap,,,Unbranded,Unbranded,6311eab1aba12d5fd78acde5,12OZ CLEAR PET CUPS,piece,1000,0.14,0.05,140,7,147,AKVAAAIAAA,1
2026-03-15 00:00:00.000 +0530,Haryana,Gurugram,Breads & Bakery,Burger Buns,Whole Wheat Burger Bun,,,Nora Burger,Base Kitchen,65e59782f5d13a8be2812670,NON-VEG BURGER BUN (1x4),packet,5,48,0,240,0,240,BRWAACGAAB,1
2026-01-09 17:41:46.126 +0530,Maharashtra,Mumbai,Groceries,Cooking & Baking Essentials,Breading Mix,,,Chef's Art,OUTLET,659e728cf9c69771c874cbee,Chef's Art - Crispy Cajun Breading Mix 1 Kg H51176,kg,1,225,0.05,225,11.25,236.25,ABKAACDAAA,1
2026-01-26 00:00:00.000 +0530,Karnataka,Bengaluru,Dairy,Milk & Milk Alternatives,Milk,,,Milky Mist,Smruti,66c081f39b83830cc593ce9b,Skimmed Milk Powder (SMP) (Milk Protein - 36 percent),kg,1500,295,0.05,442500,22125,464625,ADFAAAZAAA,1
2026-03-12 00:00:00.000 +0530,Telangana,Hyderabad,Packaging,Box,Burger Box,,,Unbranded,Unbranded,64ba8327f519f6b50ea9b5c3,Brioche Buns 70g D 100mm X H 45mm,piece,60,9.85,0,591,0,591,ARBAAAIAAA,1
2026-01-22 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Snacks & Confectionery,Seeds,Mustard Seeds,,Unbranded,unbranded,6656fb8858d14900590157bc,#_# Mustard Seeds Temper/Tadka - Murukku,kg,1,245,0.05,245,12.25,257.25,AIXAAAIAAA,1
2026-01-12 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Fruits,Stone Fruits,Cherry,,,6797961bd4ba6d9648438e00,Maraschino Cherry 737 Gms,bottle,1,550,0.05,550,27.5,577.5,ADOAAAIAAA,1
2026-04-04 00:00:00.000 +0530,Karnataka,Bengaluru,Dairy,Indian Cottage Cheese (Paneer),,,,Unbranded,Unbranded,6756ecc49e5e8f330b6aa6b8,Jeera Whole Grade 1,kg,2,375,0,750,0,750,ACTAAAIAAC,1
2026-04-13 00:00:00.000 +0530,Karnataka,Bengaluru,Dairy,Milk & Milk Alternatives,Oat Milk,,,Milk Food,unbranded,65c0d0b47e75e86fb4445b9c,Goodlife Milk 1ltr pkt Nandini,packet,0,66,0,0,0,0,ADKAAAIAAB,1
2026-04-20 00:00:00.000 +0530,Tamil Nadu,Chennai,Packaging,Spoon,,,,Unbranded,unbranded,63c0f66a746a4d9708a94768,Unbranded Wooden Spoon- 100pcs,packet,20,70,0.12,1400,168,1568,ARPAAAIAAD,1
2026-04-20 00:00:00.000 +0530,Rajasthan,Jaipur,Fresh Produce,Arbi,,,,Unbranded,Unbranded,5fdb396b5ba9be4b584eeb53,Fortune Aata,kg,80,40,0.05,3200,160,3360,CNVQAAIAAA,1
2026-04-16 00:00:00.000 +0530,Gujarat,Vadodara,Prepared Food,,,,,Unbranded,unbranded,6666fc99cc967db927b83fca,Sargvo-Drumsticks,kg,1.2,50,0,60,0,60,NONEAAIAAB,1
2026-03-16 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,"Sauce, Spread, Dips & Vinegar",Sauce,Mayonnaise,,Del monte,Delmonte,65a0ec1576936e118b7d16d8,Delmonte - Eggless Mayo,kg,0,172.49,0.05,0,0,0,ANIAALVAAD,1
2026-03-07 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Kitchen Roll,,,,Unbranded,Unbranded,68d52d3235d15f8aec9d8a32,preethi xpro Duo mg-198 1300w,piece,1,6920,0.18,6920,1245.6,8165.6,ARUAAAIAAA,1
2026-03-25 00:00:00.000 +0530,Goa,Panaji,"Poultry, Meat & Seafood",Fish,,,,Unbranded,unbranded,66c84ceacda2b0403c3f23b7,Chonak,kg,14.3,680,0,9724,0,9724,ASPAAAIAAA,1
2026-02-12 00:00:00.000 +0530,Delhi,Delhi,Groceries,Staples,Corn Flour,Corn Flour,,Unbranded,Unbranded,66bf18cc888b89ca85c6b635,Corn Flour Weikfield,kg,2,103,0.05,206,10.3,216.3,AEVAAAIAAB,1
2026-02-22 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Mixed Vegetables,,Unbranded,unbrand,63cfa5e3d8bc5df67387a5f5,Thondaika,kg,1,70,0,70,0,70,BZQAAHVAAA,1
2026-02-16 00:00:00.000 +0530,Kerala,Kochi,Beverages,Non-Alcoholic Beverages,Tea Powder,,,Unbranded,unbranded,65c0d0b57e75e86fb4446015,Tea Powder   Red Label 1kg pkt,packet,1,514.28,0.05,514.28,25.71,539.99,AEXAAAIAAA,1
2026-04-18 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Unbranded,UNBRANDED,65eedadd1f6f494975fb52b4,CHUNDAKKAI VATHAL,kg,10,360,0,3600,0,3600,CHUAAAIAAA,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Mumbai,Housekeeping,Broom,,,,Unbranded,Unbranded,666b359edb1e55f243bf44f2,Fees for plumber,piece,3,500,0,1500,0,1500,AOMAAAIAAA,1
2026-04-28 00:00:00.000 +0530,Karnataka,Bengaluru,Breads & Bakery,Brownie,,,,Mother's Recipe,CZ,680a21c394273ca07f6cb484,Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,piece,3000,7.3,0.18,21900,3942,25842,CNSFAMQAAA,1
2026-03-24 00:00:00.000 +0530,Delhi,Delhi,Printing & Stationary,Stapler Pin,,,,Unbranded,unbranded,65c078eee0f65923488d2b67,Sharpner,piece,20,2.25,0,45,0,45,BYGAAAIAAA,1
2026-04-06 00:00:00.000 +0530,Uttar Pradesh,Noida,Housekeeping,Mop,Wet Mop,,,Unbranded,Unbranded,65c9c5b86f75d92a1fd2a1b9,Plastic Ch. Mat,sq ft,16,65,0.18,1040,187.2,1227.2,APKAAAIAAA,1
2026-03-04 00:00:00.000 +0530,Delhi,Delhi,Dairy,Milk & Milk Alternatives,Oat Milk,,,Unbranded,Unbranded,66bf18cd888b89ca85c6ba2b,Oat Milk AltCo. 200 ml,bottle,5,42.68,0.05,213.4,10.67,224.07,ADKAAAIAAA,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Mumbai,Dairy,Chainna,,,,Unbranded,unbranded,65fcffdc6c86b098332cf7f2,Sauce-Schezwan,kg,20,147,0.12,2940,352.8,3292.8,ACNAAAIAAB,1
2026-02-06 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Stirrer,,,,,unbranded,6673cafa9c8c2884834efbe0,Tapioca Starch 500g pkt,packet,200,85,0.05,17000,850,17850,ASDAAAIAAA,1
2026-03-02 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Pulse,Chaap,,,Unbranded,Unbranded,6300947f96c171248394e3ac,Cremica Chef Choice Mayo ,piece,12,204.76,0.12,2457.12,294.85,2751.97,AKVAAAIAAA,1
2026-01-24 00:00:00.000 +0530,Maharashtra,Mumbai,Beverages,Tea,Ice Tea,Peach Black Ice Tea,,Unbranded,Unbranded,684e629094d1ef3f3626a7af,#_# Box of 20 Assorted Ganaches - La Folie,piece,2,1,0,2,0,2,BNAAAMZAAA,1
2026-03-23 00:00:00.000 +0530,Tamil Nadu,Chennai,Fresh Produce,Fruits & Vegetables,Fruits,Stone Fruits,Cherry,Unbranded,Unbranded,65eed9c23081e94caf37807f,Red Cherry with Stem 850g Tin,tin,1,170,0.05,170,8.5,178.5,ADOAAAIAAA,1
2026-01-25 05:30:00.000 +0530,London,London,Grocery,"Dry Fuits, Nuts & Seeds",Cashew,,,,,6176af112746fe3c6ff27f68,Cashewnuts,kg,1,11.99,0,11.99,0,11.99,AEGAAAFAAE,1
2026-02-01 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Box,Pizza Box,,,,OUTLET,658eafb74155c07e2ec5f853,GK-Miami Waffle Pizza Pkg Box 1PKT 100PC GK Dry 137504,packet,1,543.75,0.05,543.75,27.19,570.94,AREAAAIAAA,1
2026-03-02 00:00:00.000 +0530,Karnataka,Bangalore South,Packaging,Container,,,,Unbranded,unbranded,65c0d0bb7e75e86fb4446ea9,Black Container 1000 ml with partition Lid,piece,50,13,0.18,650,117,767,ARMAAAIAAA,1
2026-01-15 00:00:00.000 +0530,Delhi,Delhi,Packaging,Kitchen Roll,,,,Unbranded,Unbranded,66bf18cc888b89ca85c6b450,Cheddar White Wyke 2.5 Kg,kg,20,920,0.05,18400,920,19320,ARUAAAIAAB,1
2026-01-19 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Bottle,,,,Unbranded,Unbranded,67c82593551b11213f01f199,Boba Lychee can,bottle,96,90.47,0.05,8685.12,434.26,9119.38,AQZAAAIAAA,1
2026-04-02 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,"Sauce, Spread, Dips & Vinegar",Sauce,Mayonnaise,,Cremica,CREMICA,65eedae11f6f494975fb5826,SAUCE MAYONNAISE,kg,5,135,0.05,675,33.75,708.75,ANIAAAWAAA,1
2026-04-13 00:00:00.000 +0530,Tamil Nadu,Chennai,Housekeeping,Scrubber,,,,Unbranded,unbranded,65c0d0ca7e75e86fb44485f6,Stainless Steel Scrub,piece,5,15,0.18,75,13.5,88.5,APRAAAIAAD,1
2026-03-31 00:00:00.000 +0530,Karnataka,Bangalore East,Beverages,Juice,Orange Juice,,,Orange,unbrand,63cfa5e3d8bc5df67387a685,Tropicana Orange Juice 1 Ltr,litre,0,94.02,0.05,0,0,0,AARAAJUAAA,1
2026-04-16 00:00:00.000 +0530,Kerala,Kochi,Groceries,Milk Alternatives,Coconut Milk Powder,Coconut Milk,,Milk Food,Unbranded,6489eb450ed7b252f3dd2f49,Coconut milk powder maggi,kg,1,945,0.05,945,47.25,992.25,ADIAACXAAA,1
2026-04-20 00:00:00.000 +0530,Kerala,Kochi,Packaging,Spray Bottle,,,,Orange,Unbranded,648a979b6728b9497a44cedb,Malas Orange Crush 750ml,bottle,1,166.75,0.05,166.75,8.34,175.09,ASBAAAIAAA,1
2026-01-31 00:00:00.000 +0530,Tamil Nadu,Chennai,Grocery,"Dry Fuits, Nuts & Seeds",Chia Seeds,,,Unbranded,Unbranded,68abece65207b1199b1eb0ad,Citric Acid Monohydrate 500 GM,piece,3,63,0.18,189,34.02,223.02,AEIAAAIAAA,1
2026-02-05 00:00:00.000 +0530,Maharashtra,Greater Mumbai,Fresh Produce,Fruits & Vegetables,Vegetables,Mushrooms,,Golden Crown,unbranded,62794725b9f7587051756629,Ajinomoto (Golden Crown),kg,0,145,0.18,0,0,0,ADVAABSAAA,1
2026-03-03 00:00:00.000 +0530,Gujarat,Vadodara,Fresh Produce,Fruits & Vegetables,Fruits,Stone Fruits,Cherry,Unbranded,Unbranded,692167f9b8c2c19cca185295,Chocolate Hamper 812,piece,15,46.43,0.05,696.45,34.82,731.27,ADOAAAIAAA,1
2026-03-05 00:00:00.000 +0530,Delhi,Delhi North,"Poultry, Meat & Seafood",Fish,Basa Fish,,,BSA,,640b19cb6f21de9e54dbe890,Basa Fish,kg,3,350,0,1050,0,1050,BXOAAPFAAA,1
2026-02-07 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Box,Wrap Box,,,Unbranded,unbranded,67bb0238ac87711fa4660c15,#_# Hamper Box Of 2 Outer  - The Tiny Tub,piece,20,1,0,20,0,20,ARGAAAIAAA,1
2026-03-10 00:00:00.000 +0530,Rajasthan,Jaipur,Fresh Produce,Fruits & Vegetables,Vegetables,Fruiting Vegetables,Bottle Gourd,Unbranded,unbranded,63d22b3f1ac6bbdec421d5db,Hoegaarden Belgian Blanche ,bottle,3,3025.46,0.24,9076.38,2178.33,11254.71,CASAAAIAAA,1
2026-03-28 00:00:00.000 +0530,Delhi,New Delhi,Kitchen Equipments,Counter top Ice Machine with Bottle Water (15 kgs/24hrs) - IC 15 BW,,,,,Krispy Kreme,679b5fdada6c0fb81da391e5,Water Bottle Mrp 70,piece,1200,22.03,0.05,26436,1321.8,27757.8,CNZWATERAA,1
2026-04-08 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Snacks & Confectionary,,,,Unbranded,Unbranded,677ba5aca96eab4d807bd186,#_# Double Cocoa Protien Bar - The Whole Truth,piece,10,1,0,10,0,10,ALOAAAIAAE,1
2026-03-18 00:00:00.000 +0530,Delhi,Delhi,Grocery,"Masala, Salt, Sugar & Spices",Spices,Cinnamon Whole (Dalchini),,Unbranded,unbranded,65c078d2e0f65923488cf4f0,Cinnamon Stick Dalchini,kg,5,320,0.05,1600,80,1680,AILAAAIAAB,1
2026-03-11 00:00:00.000 +0530,Delhi,New Delhi,Housekeeping,Duster,,,,Unbranded,Unbranded,60548692e7c50e7a1bda937e,DUSTER YELLOW,piece,1,20,0,20,0,20,APBAAAIAAB,1
2026-01-19 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Masala, Salt, Sugar & Spices",Sugar,Powdered Sugar (Bura),,Unbranded,Unbranded,67ac43ba74228629a1f9143d,#_# Guava Pop (70 ML) - Noto,piece,6,1,0,6,0,6,AJMAAAIAAA,1
2026-02-28 00:00:00.000 +0530,Haryana,Gurugram,Grocery,"Masala, Salt, Sugar & Spices",Masala,Kitchen King Masala,,Kitchen King,,623c16916e493418e05223b6,CHICKEN FRY MIXTURE (CF1),kg,9,460,0,4140,0,4140,AGFAABZAAA,1
2026-02-23 00:00:00.000 +0530,Delhi,Delhi North,Ready to Eat,Chicken Broth Powder,,,,Unbranded,unbranded,640b19ca6f21de9e54dbe76c,Chicken Broth Powder Knorr,packet,2,265,0.05,530,26.5,556.5,ASJAABQAAA,1
2026-02-07 00:00:00.000 +0530,Odisha,Bhubaneswar,Grocery,"Masala, Salt, Sugar & Spices",Spices,Red Chilli Whole (Lal Mirch),,,,63b7e7f6dad798617da78f63,Kashmir Chili Whole,kg,1,666.67,0.05,666.67,33.33,700,AJFAAHOAAA,1
2026-03-17 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Soft Drink,,,,Sprite,Unbranded,67569bf59e5e8f330b662c6c,Sprite 300 ml,piece,192,27.92,0.4,5360.64,2144.26,7504.9,AAXAAMOAAG,1
2026-01-08 00:00:00.000 +0530,Tamil Nadu,Chennai,Fruits & Vegetables,Fruits,Tropical Fruits,,,Unbranded,unbranded,65c0d0c97e75e86fb44484c0,Papaya Green,kg,1.5,40,0,60,0,60,NONEAAIAAF,1
2026-02-28 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Tea,,,,Unbranded,Unbranded,6756eddc518501fa07adace6,Tata Agni Dust Tea 1 kg,kg,4,305,0.05,1220,61,1281,ABBAALFAAB,1
2026-04-14 00:00:00.000 +0530,Maharashtra,Thane,Packaging,Container,,,,Unbranded,Unbranded,5e3012b465da424e7f5d6d07,Plastic Container (Round) - 250 ml,piece,1000,2.5,0.18,2500,450,2950,ARMAABJAAE,1
2026-02-09 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Pulse,Split Black Gram Washed (Urad Dal Dhuli),,,Unbranded,Unbranded,5e101a8c44d2585a2604b163,Urad Wash,kg,2,145,0.05,290,14.5,304.5,AKSAAAIAAB,1
2026-02-03 00:00:00.000 +0530,Haryana,Gurugram,Grocery,"Masala, Salt, Sugar & Spices",Masala,Curry Powder,,Unbranded,unbranded,66c85fd9a9ce8204519f88cd,Cmc Powder,packet,0.3,800,0.18,240,43.2,283.2,AFXAAAIAAA,1
2026-04-20 00:00:00.000 +0530,Karnataka,Bengaluru,#SPILL!,,,,,Unbranded,Unbranded,6534fd933eae901d52575061,Cashewnut -2 pcs,kg,15,675,0.05,10125,506.25,10631.25,CDEAAAIAAA,1
2026-02-23 00:00:00.000 +0530,Tamil Nadu,Chennai,Grocery,Noodles & Pasta,Pasta,Penne Pasta,,Unbranded,unbranded,65c0d0b67e75e86fb4446433,Tom Kha Paste 1kg pkt,packet,2,385,0.05,770,38.5,808.5,AJUAAAIAAA,1
2026-02-13 00:00:00.000 +0530,Maharashtra,Mumbai,Fresh Produce,Green Moong Sprouts,,,,Unbranded,unbranded,6656fb8458d1490059014359,#_# Double Chocolate Chip Cookie Premix - 8 pcs - Sweetish,box,5,213.78,0,1068.9,0,1068.9,CNVSAAIAAA,1
2026-04-27 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Non-Alcoholic Beverages,Fruit Juice,Mango Juice,,Unbranded,unbranded,67513ec32ed3d07e901513fb,Mango Juice 1000 Ml,litre,12,87,0.05,1044,52.2,1096.2,AAPAAJUAAA,1
2026-01-13 00:00:00.000 +0530,Delhi,Delhi North,Packaging,Kitchen Roll,,,,Unbranded,unbranded,640b19cb6f21de9e54dbe8bc,SOUR DOUGH BREAD,piece,15,160,0.05,2400,120,2520,ARUAAAIAAA,1
2026-04-05 00:00:00.000 +0530,Rajasthan,Jaipur,Packaging,Butter Paper,,,,Unbranded,Unbranded,64feaf33f0906abfb47c47e7,95 Die lid,piece,500,0.85,0.18,425,76.5,501.5,ARJAAAIAAE,1
2026-04-07 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Plate,,,,Unbranded,Unbranded,688c4aacfc590c44017a1ccc,CHAT PLATE 6 INCH,piece,6000,1.48,0.05,8880,444,9324,ARWAAAIAAA,1
2026-03-02 00:00:00.000 +0530,Karnataka,Bengaluru,"Poultry, Meat & Seafood",Fish,Basa Fish,Basa Fish Fillets,,Unbranded,Unbranded,67f12074cf0a24e5b26b562e,Frozen Sea Bass Fillets,kg,0,1395,0.05,0,0,0,ASOAAAIAAA,1
2026-02-01 00:00:00.000 +0530,Karnataka,Mysore,Others,,,,,How How Rice,unbrand,63cfa624ecdf17fdb5b650d9,Dosa Rice,kg,10,35,0,350,0,350,AEXAAAIAAA,1
2026-03-21 00:00:00.000 +0530,Rajasthan,Jaipur,Grocery,"Sauce, Spread, Dips & Vinegar",Spread,Cheese Spread,,Unbranded,Unbranded,5fdb396b5ba9be4b584eebeb,Amul Cheese Spread 200 Gm,piece,2,0,0.05,0,0,0,AOCAAAZAAA,1
2026-05-01 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,Noodles & Pasta,Noodles,Pad Thai Noodle,,How How Rice,unbranded,65c0d0b47e75e86fb4445cb9,Rice Flat Noodle 10mm   500g pkt   How How,packet,30,123,0.05,3690,184.5,3874.5,AJQAAFRAAA,1
2026-02-09 00:00:00.000 +0530,Uttar Pradesh,Indirapuram,Groceries,Fruits & Vegetables,Vegetables,,,Unbranded,Unbranded,61613d0b03cc550db82e75ce,Yellow Color,packet,2,63,0.18,126,22.68,148.68,CBOAAAIAAA,1
2026-04-29 00:00:00.000 +0530,Punjab,Mohali,,,,,,Unbranded,Unbrand,64199485cd0a52206cec67e3,Spinach,kg,0.5,40,0,20,0,20,NONEAAIAAY,1
2026-03-31 00:00:00.000 +0530,Tamil Nadu,Chennai,"Poultry, Meat & Seafood",Chicken,Chicken Wings,,,,Olio,6634850c133e68fc4dc13932,Crispy Chicken Wings- Drums+Flats,packet,35,343,0.05,12005,600.25,12605.25,ATAAATEUAA,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Greater Mumbai,Housekeeping,Gloves,,,,Unbranded,Unbranded,602fba3663525d4b84a5d7c4,DISPOSIBLE GLOVES,packet,75,40,0,3000,0,3000,APCAAAIAAB,1
2026-01-11 00:00:00.000 +0530,Uttar Pradesh,Noida,Printing & Stationary,Stapler Pin,,,,Unbranded,Unbranded,64048998ca216f70b6b3cdcb,Pillar,piece,0,50,0.18,0,0,0,BYGAAAIAAA,1
2026-01-10 00:00:00.000 +0530,Tamil Nadu,Chennai,Grocery,Pulse,Mixed Pulse,,,Unbranded,unbrand,63cfa3ecf7364dfe47420383,Mixed Pickle 1 Kg,kg,1,105,0,105,0,105,ALJAAAIAAA,1
2026-01-15 00:00:00.000 +0530,Telangana,Hyderabad,Ready to Eat,Chicken Tikka,Marinated Chicken Tikka,,,Delhi Dhamaka,Oh Delhi,6433b02861c04f5318da6133,Chicken Tikka Marinated,kg,12,410,0.05,4920,246,5166,CNTWANHAAA,1
2026-03-12 00:00:00.000 +0530,Delhi,Delhi,Grocery,Pulse,Split Yellow Lentil (Moong Dal Dhuli),,,Unbranded,unbranded,630327b73ac25f212482fe42,MOONG DHULI DAL,kg,60,80,0,4800,0,4800,ALGAAAIAAB,1
2026-02-14 00:00:00.000 +0530,Uttar Pradesh,Noida,Packaging,Printer Roll,,,,Unbranded,Unbranded,670d18ef26ac135330623306,A4 SIZE PAPER,rim,10,200,0.18,2000,360,2360,ARYAAAIAAA,1
2026-02-03 00:00:00.000 +0530,Gujarat,Ahmedabad,Dairy,Milk & Milk Alternatives,Milk,,,Raag Gold,Shreeji Dairy,63a15b669d58684839f09af6,Shresth Gold Milk 500 Ml,packet,80,34,0,2720,0,2720,ADFAAHTAAA,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Mumbai,Housekeeping,Brush,Floor Brush,,,Unbranded,unbranded,65fcffde6c86b098332d0030,Floor Broom- Kharata,piece,5,50,0,250,0,250,AOPAAAIAAA,1
2026-02-01 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Spices,Ground Spices,Pepper Powder,,,OUTLET,658eafb74155c07e2ec5f637,MDH - White Pepper Powder 100 gm 30291,piece,0,172,0.05,0,0,0,AHBAAHJAAA,1
2026-04-04 00:00:00.000 +0530,Rajasthan,Jaipur,Fruits & Vegetables,Vegetables,Nightshades,,,Unbranded,Unbranded,5fdb396b5ba9be4b584eeca7,Tomato ( For Gravy ),kg,10,27,0,270,0,270,AECAAAIAAB,1
2026-02-14 00:00:00.000 +0530,Uttar Pradesh,Noida,Packaging,Bowl,,,,Unbranded,Unbranded,66f391020dcaa72cadb00edf,Party Popper 40 CM,piece,200,20,0.18,4000,720,4720,ARAAAAIAAB,1
2026-01-23 00:00:00.000 +0530,Delhi,Delhi,Beverages,Coffee,Coffee Powder,,,Cothas Coffee,Unbranded,65fd75a66799401b113ebaac,Coffee essence,piece,4,575,0.18,2300,414,2714,AAEAAAIAAA,1
2026-01-08 00:00:00.000 +0530,Haryana,Gurugram,Prepared Food,Ready to Cook,Batter,,,Unbranded,Unbranded,65142a3346bb98e1a12a3560,Dosa Batter Chilled,kg,10,44.76,0.05,447.6,22.38,469.98,CAPAAAIAAA,1
2026-01-15 00:00:00.000 +0530,Delhi,Delhi,Housekeeping,Cleaner,,,,Unbranded,Unbranded,66bf18cc888b89ca85c6b52c,Floor Cleaner 5 Ltr,can,2,585.4,0.18,1170.8,210.74,1381.54,AOVAAAIAAA,1
2026-01-26 00:00:00.000 +0530,Karnataka,Bengaluru,Housekeeping,Wipes,,,,Unbranded,unbranded,65c0d0b97e75e86fb44469cf,Wonder Wipes,piece,3,25,0.18,75,13.5,88.5,BYAAAAIAAA,1
2026-01-22 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Butter Paper,,,,Unbranded,Unbranded,67f3a6a337834713d7286f03,Butter Paper - Cassata (r=73mm),piece,100000,0.18,0.18,18000,3240,21240,ARJAAAIAAE,1
2026-01-28 00:00:00.000 +0530,Rajasthan,Jaipur,Fresh Produce,Fruits & Vegetables,Fruits,Grapes Black,,Unbranded,Unbranded,63a69b5a724d9d6f098a7bbc,Black Fungus ,kg,0.5,1100,0.12,550,66,616,CDWAAAIAAA,1
