title,brand,old_pred,old_conf,new_pred,reasoning_conf,conf_delta,escaped_grey,verifier_token,justification,error
GK-Morde - Hazelnut Chocopaste 1 Kg 140027,OUTLET,branded,0.9996,unbranded,0.9921,-0.0075,True,Yes,"The term 'GK-Morde' could signal a brand, but based solely on the title it reads as an internal product code or catalog prefix rather than a clearly recognizable manufacturer name. 'Hazelnut Chocopaste' is purely descriptive, indicating the flavor (hazelnut) and product type (chocolate paste). '1 Kg' is a size measurement and '140027' appears to be an internal SKU or reference code, neither of which identifies a real maker. Since no part of the title unambiguously names a real manufacturer or company, the product is classified as unbranded.",
Pesto Hummus 95gm,CFI,unbranded,0.9986,unbranded,1.0,0.0014,True,Yes,"The title contains three elements: 'Pesto,' 'Hummus,' and '95gm.' 'Hummus' is a product type (a chickpea-based dip), not a maker's name. 'Pesto' is a flavor or ingredient descriptor indicating the style of hummus, not a company or manufacturer name. '95gm' is a weight measurement indicating the package size. None of these words identify a real maker or company, so the product is unbranded.",
12OZ CLEAR PET CUPS,Unbranded,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,"The title contains the following words that could potentially signal a brand: '12OZ' is a size measurement (12 ounces), not a company name. 'CLEAR' is a descriptive term indicating the color/transparency of the cups. 'PET' refers to polyethylene terephthalate, a type of plastic material commonly used in food-safe containers, not a brand name. 'CUPS' is simply the product type. No part of this title identifies a real manufacturer or company.",
NON-VEG BURGER BUN (1x4),Base Kitchen,unbranded,0.9958,unbranded,1.0,0.0042,True,Yes,"The title contains the terms 'NON-VEG,' 'BURGER,' and 'BUN,' all of which are purely descriptive — they indicate the dietary type (non-vegetarian), the style of the product (burger), and the product category (bun). The notation '(1x4)' is a quantity/pack-size code, not a maker's name. No word in the title identifies a real manufacturer or company, so the product is unbranded.",
Chef's Art - Crispy Cajun Breading Mix 1 Kg H51176,OUTLET,branded,0.9998,branded,1.0,0.0002,True,Yes,"The phrase 'Chef's Art' appears at the start of the title and functions as a real maker or brand name — it identifies who produces the product rather than describing what the product is. The remaining words 'Crispy Cajun Breading Mix' are purely descriptive terms referring to the product's texture, flavor style, and type. '1 Kg' is a weight measurement, and 'H51176' is an internal product code; neither identifies a manufacturer.",
Skimmed Milk Powder (SMP) (Milk Protein - 36 percent),Smruti,unbranded,0.9995,unbranded,1.0,0.0005,True,Yes,"The title contains no word that identifies a real maker or company. 'Skimmed Milk Powder' and its abbreviation 'SMP' are purely descriptive terms naming the product type. 'Milk Protein' describes the nutritional component, and '36 percent' is a specification of its concentration. Together, these elements only describe what the product is — its type and composition — not who makes or sells it.",
Brioche Buns 70g D 100mm X H 45mm,Unbranded,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,"The title contains no word that identifies a real maker or company. 'Brioche' is a descriptive term referring to a style of enriched bread dough, and 'Buns' describes the product type. '70g', 'D 100mm', and 'H 45mm' are purely dimensional and weight specifications (grams, diameter, height) that describe the physical size of the item, not a manufacturer or brand name.",
#_# Mustard Seeds Temper/Tadka - Murukku,unbranded,unbranded,0.3416,unbranded,1.0,0.6584,True,Yes,"The title contains the words 'Mustard Seeds,' 'Temper/Tadka,' and 'Murukku,' all of which are purely descriptive terms referring to ingredients and cooking styles — mustard seeds are an ingredient, temper/tadka is a culinary technique, and murukku is a type of South Indian snack. The '#_#' prefix appears to be an internal code or placeholder rather than a recognizable manufacturer or company name. No part of the title identifies a real maker or brand behind the product.",
Maraschino Cherry 737 Gms,,unbranded,0.9962,unbranded,1.0,0.0038,True,Yes,"The title contains two potentially notable elements: 'Maraschino Cherry' and '737 Gms.' 'Maraschino Cherry' is a descriptive product type referring to a specific style of preserved, sweetened cherry — it names what the item is, not who makes it. '737 Gms' is a weight measurement (737 grams) indicating the package size, not a manufacturer or company name. No part of the title identifies a real maker or brand.",
Jeera Whole Grade 1,Unbranded,unbranded,0.9974,unbranded,1.0,0.0026,True,Yes,"The title contains three components: 'Jeera,' 'Whole,' and 'Grade 1.' 'Jeera' is the common name for cumin, making it a descriptive product-type term rather than a maker's name. 'Whole' describes the physical form of the spice, and 'Grade 1' is a quality or specification descriptor indicating a standardized level — neither identifies a manufacturer or company. Since no part of the title names a real maker, the product is unbranded.",
Goodlife Milk 1ltr pkt Nandini,unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The title contains two potential brand signals: 'Goodlife' and 'Nandini.' 'Nandini' is a well-known dairy brand (Karnataka Milk Federation's consumer brand in India), making it a real company/maker name. 'Goodlife' appears to be a product line or sub-brand name associated with this dairy, rather than a purely descriptive term. The remaining words — 'Milk,' '1ltr,' and 'pkt' — are purely descriptive, indicating the product type, volume, and packaging format respectively.",
Unbranded Wooden Spoon- 100pcs,unbranded,unbranded,0.9924,unbranded,1.0,0.0076,True,Yes,"The word 'Unbranded' in the title is itself a descriptor explicitly stating that the product has no brand, not a company or maker name. 'Wooden Spoon' describes the product type and material, while '100pcs' indicates quantity. No part of the title identifies a real manufacturer or company.",
Fortune Aata,Unbranded,branded,0.9998,branded,1.0,0.0002,True,Yes,"The word 'Fortune' in this title signals a brand — it is a well-known edible oils and foods brand (owned by Adani Wilmar) that sells packaged staples including flour. 'Aata' (also spelled 'atta') is simply the descriptive term for whole wheat flour, identifying the product type rather than the maker. Since 'Fortune' identifies a real manufacturer/brand and 'Aata' is purely descriptive, the product is classified as branded.",
Sargvo-Drumsticks,unbranded,unbranded,0.9497,unbranded,0.6298,-0.3199,False,Yes,"The title contains two potential signal words: 'Sargvo' and 'Drumsticks.' 'Drumsticks' is clearly a descriptive term referring to the product type — either percussion sticks or a food item. 'Sargvo' could appear to be a brand name, but it is not a recognizable manufacturer or company name, and without any corroborating evidence in the title it reads more like an internal code, abbreviation, or stylized descriptor. Since no part of the title clearly identifies a real, known maker, the product is classified as unbranded.",
Delmonte - Eggless Mayo,Delmonte,branded,0.9999,branded,0.9995,-0.0004,True,Yes,"The word 'Delmonte' (commonly stylized as 'Del Monte') is the specific term in this title that signals a brand. Del Monte is a well-recognized food manufacturing company, making it a real maker/company name rather than a descriptive term. The remaining words — 'Eggless Mayo' — are purely descriptive, indicating the product type (mayonnaise) and a key characteristic (eggless/without eggs).",
preethi xpro Duo mg-198 1300w,Unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'preethi' is a real manufacturer name — Preethi is a well-known Indian kitchen appliance company, making this product clearly branded. The term 'xpro Duo' appears to be a product line or model series name specific to Preethi, not a generic descriptive term. 'mg-198' is an internal model/SKU code, and '1300w' is a wattage specification — both are purely descriptive and technical identifiers, not brand indicators.",
Chonak,unbranded,unbranded,0.999,unbranded,1.0,0.001,True,Yes,"The only word in the title is 'Chonak,' which does not clearly identify a recognized manufacturer or company. Without any additional context in the title, this appears to be a descriptive product name or possibly a regional/ethnic food term rather than a maker's name. No other words or identifiers are present to suggest a real brand or company behind the product. Following the guideline to choose UNBRANDED when genuinely uncertain, this product is classified as unbranded.",
Corn Flour Weikfield,Unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The title contains two distinct elements: 'Corn Flour' and 'Weikfield.' 'Corn Flour' is purely descriptive, identifying the product type and its ingredient. 'Weikfield' is a recognized manufacturer/brand name — a real company known for producing food products such as flours, custard powder, and baking goods — which identifies the maker of this item.",
