title,brand,pred_brand,confidence,p_branded,raw_conf,logprob,verifier_token,stage1_reasoning,error
BLACK OLIVE 3KG,unbranded,unbranded,0.9949,,0.9949,-0.005073,Yes,Black Olive 3KG is a generic commodity product with no specific brand name mentioned.,
SCOTCH BRITE (4 IN 1),unbranded,branded,0.9961,,0.9961,-0.003953,Yes,Scotch-Brite is a well-known cleaning product brand owned by 3M.,
UCC 2door 3drawer + raised BM + 1/6gnx6,Custom,branded,0.3812,,0.6188,-0.480006,No,UCC appears to be a brand name for a modular cabinet/furniture unit with specific model/configuration codes.,
Ketel One Vodka 750 ml,Unbranded,branded,0.9983,,0.9983,-0.001729,Yes,Ketel One is a well-known premium vodka brand produced by Nolet Distillery.,
GLASS PET 350 - PAPER,unbranded,unbranded,0.9005,,0.9005,-0.104772,Yes,This appears to be a generic packaging/container item (glass pet bottle 350ml with paper label) with no specific brand name mentioned.,
WALNUT BROKEN 1 KG,unbranded,unbranded,0.9996,,0.9996,-0.000357,Yes,Walnut Broken is a generic commodity item with no specific brand name mentioned.,
Laddle Chinese with wooden handle 4 inch,Unbranded,unbranded,0.9998,,0.9998,-0.00021,Yes,This is a generic kitchen utensil (ladle) described by its physical attributes with no specific brand name mentioned.,
Butter Chicken Nuggets,Unbranded,unbranded,0.9994,,0.9994,-0.000598,Yes,"The product title 'Butter Chicken Nuggets' does not mention any specific brand or company name, making it a generic item.",
Hoegaarden,unbranded,branded,1.0,,1.0,-1.5e-05,Yes,Hoegaarden is a well-known Belgian wheat beer brand owned by AB InBev.,
POUCH 200MM X 250MM - Poly Pet - With Barrier (12/70),unbranded,unbranded,0.9991,,0.9991,-0.000912,Yes,"This is a generic industrial packaging pouch described by technical specifications (dimensions, material, barrier type) with no brand name.",
Oregano Herb 1 Kg,Unbranded,unbranded,0.998,,0.998,-0.00199,Yes,Oregano Herb is a generic commodity spice sold by weight with no specific brand name mentioned.,
Coca Cola 180ML (Pack of 36PCS),,branded,1.0,,1.0,-6e-06,Yes,Coca Cola is a well-known global beverage brand.,
Ziplock Bags,Unbranded,unbranded,0.6002,,0.6002,-0.510512,Yes,Ziplock is a generic term for resealable plastic bags and does not refer to a specific brand in this context.,
French Fries 11mm 2.5 Kg,Unbranded,unbranded,0.9993,,0.9993,-0.000678,Yes,"The product is a generic frozen french fries item with no specific brand name mentioned, only size and weight specifications.",
Basil,Vegetables,unbranded,0.9997,,0.9997,-0.000315,Yes,Basil is a generic herb/commodity item with no specific brand name associated.,
COKE CANE,Unbranded,branded,0.0027,,0.9973,-0.002719,No,Coke is a well-known brand (Coca-Cola) and 'Coke Cane' refers to a canned Coca-Cola product.,
Pickle Andhra,unbranded,unbranded,0.9654,,0.9654,-0.035233,Yes,The product is described generically as 'Pickle Andhra' referring to a regional style pickle with no specific brand name mentioned.,
Shower Gel 5Ltr,unbrand,unbranded,0.9994,,0.9994,-0.000553,Yes,"The product title mentions no specific brand name, only the generic product type and size.",
COOKIES JAR WITH LID (46 Pcs),CREMICA,unbranded,0.9996,,0.9996,-0.000368,Yes,"The product is a generic cookies jar with lid described only by its size/quantity, with no specific brand name mentioned.",
Kashmiri Mirch Aakhu - Red Chilly Whole Kashmiri,unbranded,unbranded,0.9716,,0.9716,-0.028849,Yes,This is a generic commodity spice product (whole Kashmiri red chilly) with no specific brand name associated with it.,
Refined Oil,unbranded,unbranded,0.9991,,0.9991,-0.000941,Yes,Refined Oil is a generic commodity description with no specific brand name mentioned.,
RICE DOSA,NANDI-SLN-A1,unbranded,0.9998,,0.9998,-0.000156,Yes,Rice Dosa is a generic food item with no specific brand name associated with it.,
#_# Curry Leaves,unbranded,unbranded,0.9904,,0.9904,-0.009606,Yes,Curry leaves is a generic fresh herb/commodity item with no specific brand name associated with it.,
Pizza Platter Butter Paper 16*9,Unbranded,branded,0.001,,0.999,-0.000955,No,Pizza Platter appears to be a specific brand name for this butter paper product.,
tanquery gin 750,Unbranded,branded,0.9959,,0.9959,-0.004143,Yes,Tanqueray is a well-known branded gin produced by Diageo.,
DV Grenadine Syrup 750 ml,Unbranded,branded,0.9983,,0.9983,-0.001702,Yes,DV is a specific brand name associated with this grenadine syrup product.,
#_# Chocolate Coated Salted Pistachio Dragees Jar [120 grams] - Entisi Chocolatier,unbranded,branded,0.9999,,0.9999,-0.000107,Yes,The product is sold under the specific brand name 'Entisi Chocolatier'.,
Paper Billing Rolls,unbranded,unbranded,0.998,,0.998,-0.00199,Yes,Paper billing rolls is a generic commodity item with no specific brand name mentioned.,
Q-com Teacake Blister Tray,CZ,branded,0.9744,,0.9744,-0.025898,Yes,Q-com is a specific brand name under which this teacake product is sold.,
Staff tea,unbranded,unbranded,0.9967,,0.9967,-0.003279,Yes,Staff tea appears to be a generic/commodity tea with no specific brand name associated with it.,
Garnish Tray Plastic 9 Insert,Unbranded,unbranded,0.9901,,0.9901,-0.009909,Yes,The product appears to be a generic plastic garnish tray with no specific brand name mentioned.,
ANANDA PANEER 1 KG,ANANDA,branded,1.0,,1.0,-1.4e-05,Yes,"Ananda is a well-known dairy brand, making this a branded paneer product.",
Whole Wheat Penne Pasta,-,unbranded,0.9992,,0.9992,-0.000817,Yes,The product title is a generic description of a pasta type with no specific brand name mentioned.,
bakery paper bags,Unbranded,unbranded,0.9995,,0.9995,-0.00048,Yes,Generic packaging supply with no specific brand name associated with it.,
MOTICHOOR LADDU 500g,Ksheer Sagar,unbranded,0.9995,,0.9995,-0.000528,Yes,Motichoor Laddu is a generic traditional Indian sweet with no specific brand name mentioned.,
Newyork Cheese Filling,Krispy Kreme,branded,0.0015,,0.9985,-0.001456,No,Newyork is a specific brand name used to identify this cheese filling product.,
Aavin Milk,unbranded,branded,1.0,,1.0,-6e-06,Yes,Aavin is a well-known Tamil Nadu government dairy brand that sells milk under its brand name.,
N20 Whipped Cream Chargers,Unbranded,branded,0.0002,,0.9998,-0.000154,No,N20 appears to be a specific brand name for whipped cream chargers rather than a generic commodity product.,
WHITE PITTA BREAD (1pcs),Unbranded,unbranded,0.9987,,0.9987,-0.001305,Yes,White pitta bread is a generic bakery item with no specific brand name mentioned.,
Chicken Box (Small),unbranded,unbranded,0.9982,,0.9982,-0.001784,Yes,Generic chicken product with no specific brand name associated with it.,
dhaniya whole,unbranded,unbranded,0.9998,,0.9998,-0.000166,Yes,Dhaniya (coriander) whole is a generic commodity spice with no specific brand name mentioned.,
Light Soya Sauce,,unbranded,0.9994,,0.9994,-0.000598,Yes,The title 'Light Soya Sauce' is a generic product description with no specific brand name mentioned.,
Walnut whole Super (2 Pcs),Nutraj,unbranded,0.9977,,0.9977,-0.00229,Yes,Walnut whole Super is a generic commodity item with no specific brand name associated with it.,
YU001517 Sensor Magnetiv 2 Nc,Unbranded,branded,0.3277,,0.6723,-0.397004,No,"The 'YU001517' code suggests a specific manufacturer's product SKU, indicating a branded sensor component.",
#_# Frozen Chonk O Rocher - Chonkers,unbranded,branded,0.7718,,0.7718,-0.258974,Yes,Chonk O Rocher / Chonkers appears to be a specific branded frozen product line with a proprietary name.,
Baby Rawas,unbranded,unbranded,0.9964,,0.9964,-0.0036,Yes,Baby Rawas is a generic fish product with no specific brand name associated with it.,
Ghee Pure 500 Ml,unbranded,unbranded,0.9955,,0.9955,-0.004479,Yes,"The product title 'Ghee Pure 500 Ml' contains no specific brand name, making it a generic commodity item.",
Sriracha Hot Chilli Sauce Flying Goose 730 gm,Unbranded,branded,1.0,,1.0,-1.4e-05,Yes,Flying Goose is a specific brand name associated with this Sriracha Hot Chilli Sauce product.,
ANGOSTURA Aromatic bitters (200ML),Unbranded,branded,0.9999,,0.9999,-6.2e-05,Yes,ANGOSTURA is a well-known brand name for aromatic bitters produced by the House of Angostura.,
Purple Cabbage,unbranded,unbranded,0.9999,,0.9999,-8.8e-05,Yes,Purple Cabbage is a generic fresh vegetable with no specific brand name associated with it.,
Plum Essence,Unbranded,branded,0.9099,,0.9099,-0.094414,Yes,"Plum Essence is a recognized personal care brand name, not a generic commodity product.",
Safed mirchi,Unbranded,unbranded,0.9978,,0.9978,-0.00222,Yes,Safed mirchi (white chilli) is a generic commodity spice with no specific brand name associated with it.,
Royal Challenge,unbranded,branded,0.9972,,0.9972,-0.002805,Yes,Royal Challenge is a well-known branded whisky product by United Spirits/Diageo.,
Canteen Drink Box (250GSM) SBS,unbranded,branded,0.0065,,0.9935,-0.00651,No,Canteen appears to be a specific brand name for this packaged drink box product.,
Chuk Plate 11,Unbranded,branded,0.9774,,0.9774,-0.02289,Yes,'Chuk' is a specific brand name for disposable plates.,
Makhana,Unbranded,unbranded,0.9997,,0.9997,-0.00033,Yes,Makhana (fox nuts) is a generic commodity item with no specific brand name mentioned.,
PP Bag 12x18 Inch,Unbranded,unbranded,0.9999,,0.9999,-0.000138,Yes,This is a generic commodity packaging item (polypropylene bag) with no specific brand name mentioned.,
#_# Big Bag - Stroopie,Unbranded,branded,0.0331,,0.9669,-0.033646,No,Big Bag - Stroopie appears to be a branded snack product sold under the 'Big Bag' brand name.,
VKL- Peri Peri Marinade 1Kg,Unbranded,branded,0.9997,,0.9997,-0.00027,Yes,VKL is a specific brand name associated with this Peri Peri Marinade product.,
Nimbu (Lemon),Unbranded,unbranded,0.9996,,0.9996,-0.000363,Yes,Nimbu (Lemon) is a fresh commodity fruit with no specific brand name associated with it.,
Black Cardamom 250gm,Unbranded,unbranded,0.9991,,0.9991,-0.000912,Yes,Black Cardamom is a generic spice commodity sold by weight with no specific brand name mentioned.,
Possmei Passion Fruit Syrup 2.5Kg bottle,POSSMEI,branded,0.9999,,0.9999,-7.5e-05,Yes,Possmei is a specific brand name associated with this passion fruit syrup product.,
MOTI ELAICHI,unbranded,unbranded,0.9983,,0.9983,-0.001702,Yes,"Moti Elaichi refers to large cardamom, a generic spice commodity with no specific brand name indicated.",
POCHA (MOP),Unbranded,unbranded,0.9803,,0.9803,-0.019917,Yes,POCHA (MOP) is a generic cleaning tool description with no specific brand name attached.,
Bagasse Burger BOX  WIDE BASE,Unbranded,unbranded,0.9929,,0.9929,-0.007147,Yes,This is a generic bagasse (sugarcane fiber) packaging product with no specific brand name associated with it.,
Kimirica White Gold Tooth Brush pack,Unbranded,branded,0.9833,,0.9833,-0.016798,Yes,Kimirica is a specific brand name associated with this toothbrush product.,
Sipper Cup 300ml,Thee Pacakging Co,unbranded,0.1711,,0.8289,-0.187614,No,"```json
{""classification"": ""branded"", ""reasoning"": ""A sipper cup with a specific volume specification suggests a manufactured product, though the brand name is not explicitly mentioned, it is a packag",
#_# Cheese (Melted) - Prasuma,unbranded,branded,0.9996,,0.9996,-0.000392,Yes,The product is sold under the 'Prasuma' brand name.,
Wet Wipes,,unbranded,0.9985,,0.9985,-0.001456,Yes,The product title 'Wet Wipes' is a generic description with no specific brand name mentioned.,
Mackeral 6/8,unbranded,unbranded,0.8888,,0.8888,-0.11793,Yes,"Mackerel 6/8 is a generic fish product described by size grade, with no specific brand name attached.",
White sesame Seeds 100G - Sancc,Unbranded,branded,0.9998,,0.9998,-0.000242,Yes,"The product is sold under the brand name 'Sancc', making it a branded item.",
Mouth Freshner Pkt,unbranded,unbranded,0.9974,,0.9974,-0.002635,Yes,"The product title is generic with no specific brand name mentioned, just a category descriptor.",
urad dal,Unbranded,unbranded,0.9998,,0.9998,-0.000194,Yes,Urad dal is a generic commodity lentil with no specific brand name mentioned.,
Nutrela (1pkt),Unbranded,branded,0.9992,,0.9992,-0.000843,Yes,Nutrela is a well-known branded soy product manufactured by Ruchi Soya Industries.,
Paper Printed Kebab Box 6 Compartment,Unbranded,unbranded,0.9988,,0.9988,-0.00117,Yes,This is a generic packaging/commodity item with no specific brand name associated with it.,
CHULLA,Unbranded,branded,0.0119,,0.9881,-0.01194,No,"'CHULLA' appears to be a specific brand name for a product, indicated by its use in all caps as a proper noun.",
ROSTED CHANA DAL,UNBRANDED,unbranded,0.9979,,0.9979,-0.002053,Yes,Roasted chana dal is a generic commodity snack with no specific brand name mentioned.,
Finagel,unbranded,branded,0.9615,,0.9615,-0.039231,Yes,"'Finagel' is a specific brand name product, not a generic or commodity item.",
Ajwain Whole,Unbranded,unbranded,0.9973,,0.9973,-0.002677,Yes,Ajwain Whole is a generic spice/commodity item with no specific brand name associated with it.,
Moong Dal - Grade 1 (Fine),Unbranded,unbranded,0.9983,,0.9983,-0.001702,Yes,"Moong Dal is a generic commodity item with no specific brand name, only a grade specification.",
Tastecraft Pistachio Flavoured Syrup 750ml,,branded,0.9996,,0.9996,-0.000368,Yes,Tastecraft is a specific brand name under which this pistachio flavoured syrup is sold.,
Tandoori Tikka Masala,,unbranded,0.9954,,0.9954,-0.00462,Yes,The product title refers to a generic spice blend with no specific brand name associated with it.,
Paper A4,unbranded,unbranded,0.9991,,0.9991,-0.000884,Yes,Paper A4 is a generic commodity item with no specific brand name mentioned.,
#_# Cube Pouches - Entisi Chocolatier,Unbranded,branded,0.9995,,0.9995,-0.000473,Yes,The product is sold under the specific brand name 'Entisi Chocolatier'.,
variyali,Unbranded,unbranded,0.9967,,0.9967,-0.00333,Yes,Variyali (fennel seeds) is a generic commodity spice with no specific brand name.,
Danish White Feta 500GM,Unbranded,branded,0.0005,,0.9995,-0.000466,No,"Danish is a brand name associated with dairy products, making this a branded feta cheese product.",
Corrugated Box Small,Unbranded,unbranded,0.9995,,0.9995,-0.000504,Yes,Corrugated Box Small is a generic packaging item with no specific brand name associated with it.,
Wooden Spoon (100PCs Each),Unbranded,unbranded,0.9979,,0.9979,-0.002151,Yes,Wooden Spoon is a generic kitchen utensil with no specific brand name mentioned.,
Brown Packing Tape 2 Inch,,unbranded,1.0,,1.0,-4e-05,Yes,The product is described generically by its type and size with no specific brand name mentioned.,
Gochujang Paste 500gm pkt,unbranded,unbranded,0.9888,,0.9888,-0.011221,Yes,"The product is described generically as a type of Korean chili paste with only size and packaging details, with no specific brand name mentioned.",
Silver Pouch,unbrand,unbranded,0.9996,,0.9996,-0.000398,Yes,Silver Pouch appears to be a generic descriptive term for a packaging type with no specific brand name associated.,
#_# Eggless Chocolate Chip Pound Cake - Sweetish,unbranded,branded,0.9752,,0.9752,-0.025112,Yes,The product is sold under the brand name 'Sweetish'.,
Elephant Yam,unbranded,unbranded,0.9997,,0.9997,-0.000341,Yes,Elephant Yam is a generic vegetable/commodity with no specific brand name associated with it.,
Bandan Cap,unbranded,branded,0.0003,,0.9997,-0.000346,No,'Bandan' appears to be a specific brand name for this cap product.,
BREAD SANDWICH,UNBRANDED,unbranded,0.9955,,0.9955,-0.004549,Yes,Generic sandwich bread description with no specific brand name mentioned.,
T65  CAKE FLOUR,Unbranded,unbranded,0.9878,,0.9878,-0.012317,Yes,"T65 refers to a flour type/grade designation rather than a specific brand name, making it a generic commodity product.",
#_# Naga Chilli Sauce - Prasuma,unbranded,branded,0.9993,,0.9993,-0.00071,Yes,Prasuma is a specific brand name associated with this Naga Chilli Sauce product.,
Paper Plate,Krispy Kreme,unbranded,0.9946,,0.9946,-0.0054,Yes,Paper Plate is a generic commodity item with no specific brand name associated with it.,
Broccoli  incremental 0.5 10301,OUTLET,unbranded,0.995,,0.995,-0.004995,Yes,Broccoli is a generic vegetable commodity with no specific brand name associated with it.,
EGG FREE RED VELVET CAKE MIX,Ovenfresh,branded,0.9669,,0.9669,-0.033646,Yes,"This appears to be a specific packaged cake mix product with a distinct product name, suggesting it is sold under a brand label rather than as a loose/generic commodity.",
Tata Salt 1kg,unbranded,branded,1.0,,1.0,-8e-06,Yes,Tata Salt is a well-known branded product sold under the Tata brand name.,
Kesar Kaju Katli 500 Gms Gold Foil Cover,unbranded,branded,0.0081,,0.9919,-0.008095,No,"Kesar appears to be a brand name for this packaged Kaju Katli product, sold under a specific label with gold foil cover packaging.",
Dust pan (dust pan-20),Unbranded,unbranded,0.9944,,0.9944,-0.005658,Yes,Dust pan is a generic household cleaning tool with no specific brand name mentioned.,
Mozzarella Cheese - Flanders,Unbranded,branded,0.077,,0.923,-0.080085,No,Flanders is a specific brand name under which this mozzarella cheese is sold.,
Colin (Glass Cleaner),Unbranded,branded,0.9995,,0.9995,-0.00052,Yes,Colin is a well-known brand of glass cleaner manufactured by Reckitt Benckiser.,
Bulgogi Sauce,Unbranded,unbranded,0.9959,,0.9959,-0.004143,Yes,The title refers only to a generic sauce type (Bulgogi) with no specific brand name mentioned.,
#_# Cone - Dark Chocolate [ 120 ml ] - Getaway,Unbranded,branded,0.9219,,0.9219,-0.081296,Yes,"The product is sold under the brand name 'Getaway', indicating it is a branded dark chocolate cone ice cream.",
TORCH BLOW COOKING,unbranded,branded,0.002,,0.998,-0.001959,No,TORCH BLOW COOKING refers to a specific branded culinary torch product sold under the 'Torch Blow' brand name.,
Side Box (Crunch),Crunch,unbranded,0.9809,,0.9809,-0.01931,Yes,"The product appears to be a generic snack/side item described by its type and texture, with no specific brand name associated.",
Monin Peach Syrup,unbrand,branded,1.0,,1.0,-4.1e-05,Yes,Monin is a well-known international brand that produces flavored syrups and beverage ingredients.,
T-SHIRT BLACK-L,Unbranded,unbranded,0.9994,,0.9994,-0.000562,Yes,"The product is a generic black t-shirt identified only by color and size, with no specific brand name mentioned.",
Italian Focassia Polly Bag 8 x 10 Inch,Unbranded,unbranded,0.989,,0.989,-0.011048,Yes,The product appears to be a generic Italian Focaccia bread sold by packaging size with no specific brand name identified.,
Seafood-Basa,unbranded,unbranded,0.9971,,0.9971,-0.002894,Yes,Basa is a generic fish/seafood commodity with no specific brand name associated with it.,
